systematic_name	standard_name	chrom	start	end
YMR294W	JNM1	chrXIII	856966	858087
YMR294W-A		chrXIII	858209	858568
YMR295C		chrXIII	858297	858890
YMR296C	LCB1	chrXIII	859215	860891
YMR297W	PRC1	chrXIII	861922	863520
YMR298W	LIP1	chrXIII	863819	864271
YMR299C	DYN3	chrXIII	864412	865350
YMR300C	ADE4	chrXIII	865559	867091
YMR301C	ATM1	chrXIII	867555	869627
YMR302C	YME2	chrXIII	870073	872625
YMR303C	ADH2	chrXIII	873291	874337
YMR304C-A		chrXIII	878780	879130
YMR304W	UBP15	chrXIII	874987	878679
YMR305C	SCW10	chrXIII	879063	880232
YMR306C-A		chrXIII	886183	886572
YMR306W	FKS3	chrXIII	881159	886516
YMR307C-A		chrXIII	887731	887925
YMR307W	GAS1	chrXIII	887003	888682
YMR308C	PSE1	chrXIII	888952	892221
YMR309C	NIP1	chrXIII	892988	895426
YMR310C		chrXIII	895716	896669
YMR311C	GLC8	chrXIII	896914	897603
YMR312W	ELP6	chrXIII	898405	899226
YMR313C	TGL3	chrXIII	899379	901307
YMR314W	PRE5	chrXIII	901709	902413
YMR315W		chrXIII	902800	903849
YMR315W-A		chrXIII	904286	904393
YMR316C-A		chrXIII	905662	905973
YMR316C-B		chrXIII	907321	907629
YMR316W	DIA1	chrXIII	904825	905835
YMR317W		chrXIII	907364	910786
YMR318C	ADH6	chrXIII	911061	912143
YMR319C	FET4	chrXIII	912880	914538
YMR320W		chrXIII	916746	917051
YMR321C		chrXIII	917579	917896
YMR322C	SNO4	chrXIII	918366	919079
YMR323W	ERR3	chrXIII	920088	921401
YMR324C		chrXIII	922202	922444
YMR325W	PAU19	chrXIII	922641	923015
YMR326C		chrXIII	923494	923802
YNL001W	DOM34	chrXIV	627456	628616
YNL002C	RLP7	chrXIV	626174	627142
YNL003C	PET8	chrXIV	624975	625829
YNL004W	HRB1	chrXIV	622915	624621
YNL005C	MRP7	chrXIV	621313	622428
YNL006W	LST8	chrXIV	620067	620978
YNL007C	SIS1	chrXIV	618507	619565
YNL008C	ASI3	chrXIV	616211	618241
YNL009W	IDP3	chrXIV	614821	616083
YNL010W		chrXIV	613635	614360
YNL011C		chrXIV	611836	613170
YNL012W	SPO1	chrXIV	609686	611665
YNL013C		chrXIV	609133	609510
YNL014W	HEF3	chrXIV	606319	609453
YNL015W	PBI2	chrXIV	605384	605611
YNL016W	PUB1	chrXIV	602907	604268
YNL017C		chrXIV	602138	602476
YNL018C		chrXIV	599936	601774
YNL019C		chrXIV	598376	599230
YNL020C	ARK1	chrXIV	595623	597539
YNL021W	HDA1	chrXIV	593227	595347
YNL022C	RCM1	chrXIV	591427	592899
YNL023C	FAP1	chrXIV	588263	591160
YNL024C	EFM6	chrXIV	587107	587847
YNL024C-A	KSH1	chrXIV	586602	586820
YNL025C	SSN8	chrXIV	584320	585291
YNL026W	SAM50	chrXIV	581920	583374
YNL027W	CRZ1	chrXIV	579580	581616
YNL028W		chrXIV	578679	578996
YNL029C	KTR5	chrXIV	577205	578773
YNL030W	HHF2	chrXIV	576727	577038
YNL031C	HHT2	chrXIV	575640	576050
YNL032W	SIW14	chrXIV	574506	575351
YNL033W		chrXIV	572999	573853
YNL034W		chrXIV	570477	572315
YNL035C		chrXIV	568522	569691
YNL036W	NCE103	chrXIV	559814	560479
YNL037C	IDH1	chrXIV	557920	559002
YNL038W	GPI15	chrXIV	557020	557783
YNL039W	BDP1	chrXIV	555048	556832
YNL040W		chrXIV	553380	554750
YNL041C	COG6	chrXIV	549468	551987
YNL042W	BOP3	chrXIV	548100	549290
YNL042W-B		chrXIV	547113	547370
YNL043C		chrXIV	545589	545909
YNL044W	YIP3	chrXIV	545268	545877
YNL045W	LAP2	chrXIV	542963	544978
YNL046W		chrXIV	542304	542822
YNL047C	SLM2	chrXIV	539911	541881
YNL048W	ALG11	chrXIV	538173	539819
YNL049C	SFB2	chrXIV	535281	537911
YNL050C		chrXIV	534079	534982
YNL051W	COG5	chrXIV	532659	533870
YNL052W	COX5A	chrXIV	531725	532186
YNL053W	MSG5	chrXIV	529942	531411
YNL054W	VAC7	chrXIV	526086	529583
YNL054W-A		chrXIV	519456	520778
YNL054W-B		chrXIV	519456	524706
YNL055C	POR1	chrXIV	517994	518845
YNL056W	OCA2	chrXIV	517249	517842
YNL057W		chrXIV	516403	516735
YNL058C		chrXIV	515763	516713
YNL059C	ARP5	chrXIV	512668	514935
YNL061W	NOP2	chrXIV	510540	512396
YNL062C	GCD10	chrXIV	508776	510212
YNL063W	MTQ1	chrXIV	507758	508702
YNL064C	YDJ1	chrXIV	505868	507097
YNL065W	AQR1	chrXIV	503724	505484
YNL066W	SUN4	chrXIV	501515	502777
YNL067W	RPL9B	chrXIV	499681	500256
YNL067W-A		chrXIV	498538	498684
YNL067W-B		chrXIV	499417	499557
YNL068C	FKH2	chrXIV	495701	498289
YNL069C	RPL16B	chrXIV	493956	495001
YNL070W	TOM7	chrXIV	493366	493548
YNL071W	LAT1	chrXIV	491523	492971
YNL072W	RNH201	chrXIV	490317	491240
YNL073W	MSK1	chrXIV	488386	490116
YNL074C	MLF3	chrXIV	486766	488124
YNL075W	IMP4	chrXIV	485607	486479
YNL076W	MKS1	chrXIV	483556	485310
YNL077W	APJ1	chrXIV	481391	482977
YNL078W	NIS1	chrXIV	479768	480991
YNL079C	TPM1	chrXIV	478566	479165
YNL080C	EOS1	chrXIV	476932	478032
YNL081C	SWS2	chrXIV	476188	476619
YNL082W	PMS1	chrXIV	473391	476012
YNL083W	SAL1	chrXIV	471377	472861
YNL084C	END3	chrXIV	470053	471102
YNL085W	MKT1	chrXIV	467131	469623
YNL086W	SNN1	chrXIV	466334	466642
YNL087W	TCB2	chrXIV	462411	465947
YNL088W	TOP2	chrXIV	457704	461990
YNL089C		chrXIV	456693	457169
YNL090W	RHO2	chrXIV	456565	457143
YNL091W	NST1	chrXIV	452408	456130
YNL092W		chrXIV	450871	452073
YNL093W	YPT53	chrXIV	449868	450530
YNL094W	APP1	chrXIV	447611	449374
YNL095C		chrXIV	444912	446840
YNL096C	RPS7B	chrXIV	443398	444315
YNL097C	PHO23	chrXIV	441366	442358
YNL097C-B		chrXIV	440797	440919
YNL097W-A		chrXIV	441431	441586
YNL098C	RAS2	chrXIV	439602	440570
YNL099C	OCA1	chrXIV	438567	439283
YNL100W	MIC27	chrXIV	437613	438317
YNL101W	AVT4	chrXIV	434999	437140
YNL102W	POL1	chrXIV	430087	434493
YNL103W	MET4	chrXIV	427735	429753
YNL103W-A		chrXIV	426719	426808
YNL104C	LEU4	chrXIV	424895	426754
YNL105W	RRT16	chrXIV	424155	424583
YNL106C	INP52	chrXIV	420944	424495
YNL107W	YAF9	chrXIV	420098	420778
YNL108C		chrXIV	419014	419826
YNL109W		chrXIV	418964	419509
YNL110C	NOP15	chrXIV	417826	418488
YNL111C	CYB5	chrXIV	416940	417302
YNL112W	DBP2	chrXIV	413639	416281
YNL113W	RPC19	chrXIV	412771	413199
YNL114C		chrXIV	412684	413055
YNL115C		chrXIV	410119	412053
YNL116W	DMA2	chrXIV	408341	409909
YNL117W	MLS1	chrXIV	406358	408022
YNL118C	DCP2	chrXIV	402652	405564
YNL119W	NCS2	chrXIV	401040	402521
YNL120C		chrXIV	401033	401518
YNL121C	TOM70	chrXIV	398684	400537
YNL122C		chrXIV	398023	398370
YNL123W	NMA111	chrXIV	394685	397678
YNL124W	NAF1	chrXIV	392892	394370
YNL125C	ESBP6	chrXIV	390146	392167
YNL126W	SPC98	chrXIV	387227	389767
YNL127W	FAR11	chrXIV	383987	386848
YNL128W	TEP1	chrXIV	382359	383663
YNL129W	NRK1	chrXIV	381480	382202
YNL130C	CPT1	chrXIV	379558	380831
YNL130C-A	DGR1	chrXIV	381245	381391
YNL131W	TOM22	chrXIV	378767	379225
YNL132W	KRE33	chrXIV	375321	378491
YNL133C	FYV6	chrXIV	374171	374692
YNL134C		chrXIV	372451	373581
YNL135C	FPR1	chrXIV	371882	372226
YNL136W	EAF7	chrXIV	370368	371645
YNL137C	NAM9	chrXIV	368595	370055
YNL138W	SRV2	chrXIV	366741	368321
YNL138W-A	YSF3	chrXIV	366033	366412
YNL139C	THO2	chrXIV	360924	365717
YNL140C		chrXIV	360917	361486
YNL141W	AAH1	chrXIV	359596	360639
YNL142W	MEP2	chrXIV	357453	358952
YNL143C		chrXIV	356794	357186
YNL144C		chrXIV	352820	355042
YNL144W-A		chrXIV	353061	353144
YNL145W	MFA2	chrXIV	352414	352530
YNL146C-A		chrXIV	351386	351580
YNL146W		chrXIV	351715	352017
YNL147W	LSM7	chrXIV	350940	351383
YNL148C	ALF1	chrXIV	349907	350671
YNL149C	PGA2	chrXIV	349367	349756
YNL150W		chrXIV	349251	349658
YNL151C	RPC31	chrXIV	347766	348521
YNL152W	INN1	chrXIV	346313	347542
YNL153C	GIM3	chrXIV	345669	346058
YNL154C	YCK2	chrXIV	343636	345276
YNL155W	CUZ1	chrXIV	342516	343340
YNL156C	NSG2	chrXIV	341069	341968
YNL157W	IGO1	chrXIV	340352	340858
YNL158W	PGA1	chrXIV	339612	340208
YNL159C	ASI2	chrXIV	338478	339347
YNL160W	YGP1	chrXIV	336545	337609
YNL161W	CBK1	chrXIV	332597	334867
YNL162W	RPL42A	chrXIV	331322	332154
YNL162W-A		chrXIV	330329	330547
YNL163C	RIA1	chrXIV	326741	330073
YNL164C	IBD2	chrXIV	325265	326320
YNL165W		chrXIV	323832	325052
YNL166C	BNI5	chrXIV	322219	323565
YNL167C	SKO1	chrXIV	319416	321359
YNL168C	FMP41	chrXIV	318030	318809
YNL169C	PSD1	chrXIV	316169	317671
YNL170W		chrXIV	315978	316373
YNL171C		chrXIV	315629	315997
YNL172W	APC1	chrXIV	310636	315882
YNL173C	MDG1	chrXIV	308957	310057
YNL174W		chrXIV	308074	308646
YNL175C	NOP13	chrXIV	307401	308612
YNL176C	TDA7	chrXIV	305070	306980
YNL177C	MRPL22	chrXIV	303686	304615
YNL178W	RPS3	chrXIV	302680	303402
YNL179C		chrXIV	300666	301103
YNL180C	RHO5	chrXIV	299654	300649
YNL181W	PBR1	chrXIV	298335	299558
YNL182C	IPI3	chrXIV	295960	297627
YNL183C	NPR1	chrXIV	293137	295509
YNL184C		chrXIV	292557	292883
YNL185C	MRPL19	chrXIV	292193	292669
YNL186W	UBP10	chrXIV	289498	291876
YNL187W	SWT21	chrXIV	287994	289067
YNL188W	KAR1	chrXIV	286308	287609
YNL189W	SRP1	chrXIV	284260	285888
YNL190W		chrXIV	282395	283009
YNL191W	DUG3	chrXIV	280432	281505
YNL192W	CHS1	chrXIV	276502	279897
YNL193W		chrXIV	274368	276044
YNL194C		chrXIV	272710	273615
YNL195C		chrXIV	271523	272308
YNL196C	SLZ1	chrXIV	270275	271171
YNL197C	WHI3	chrXIV	267608	269593
YNL198C		chrXIV	266514	266816
YNL199C	GCR2	chrXIV	264926	266530
YNL200C	NNR1	chrXIV	263713	264453
YNL201C	PSY2	chrXIV	260627	263203
YNL202W	SPS19	chrXIV	259578	260456
YNL203C		chrXIV	259439	260050
YNL204C	SPS18	chrXIV	258375	259277
YNL205C		chrXIV	258155	258577
YNL206C	RTT106	chrXIV	256788	258155
YNL207W	RIO2	chrXIV	255353	256630
YNL208W		chrXIV	254418	255017
YNL209W	SSB2	chrXIV	252059	253900
YNL210W	MER1	chrXIV	250931	251743
YNL211C	MRX7	chrXIV	250055	250315
YNL212W	VID27	chrXIV	247461	249809
YNL213C	RRG9	chrXIV	246460	247104
YNL214W	PEX17	chrXIV	245617	246216
YNL215W	IES2	chrXIV	244468	245430
YNL216W	RAP1	chrXIV	241689	244172
YNL217W	PPN2	chrXIV	240331	241311
YNL218W	MGS1	chrXIV	238238	240001
YNL219C	ALG9	chrXIV	235996	237663
YNL220W	ADE12	chrXIV	234413	235714
YNL221C	POP1	chrXIV	231068	233695
YNL222W	SSU72	chrXIV	229094	229714
YNL223W	ATG4	chrXIV	227370	228854
YNL224C	SQS1	chrXIV	224796	227099
YNL225C	CNM67	chrXIV	222724	224469
YNL226W		chrXIV	222239	222649
YNL227C	JJJ1	chrXIV	220659	222431
YNL228W		chrXIV	220645	221421
YNL229C	URE2	chrXIV	219137	220201
YNL230C	ELA1	chrXIV	217523	218662
YNL231C	PDR16	chrXIV	215987	217042
YNL232W	CSL4	chrXIV	214923	215801
YNL233W	BNI4	chrXIV	211922	214600
YNL234W		chrXIV	210233	211513
YNL235C		chrXIV	209548	209979
YNL236W	SIN4	chrXIV	206930	209854
YNL237W	YTP1	chrXIV	205188	206567
YNL238W	KEX2	chrXIV	202428	204872
YNL239W	LAP3	chrXIV	200569	201933
YNL240C	NAR1	chrXIV	198502	199977
YNL241C	ZWF1	chrXIV	196426	197943
YNL242W	ATG2	chrXIV	191324	196102
YNL243W	SLA2	chrXIV	188051	190957
YNL244C	SUI1	chrXIV	187170	187496
YNL245C	CWC25	chrXIV	186346	186885
YNL246W	VPS75	chrXIV	185460	186349
YNL247W		chrXIV	182875	185178
YNL248C	RPA49	chrXIV	181361	182608
YNL249C	MPA43	chrXIV	179394	181022
YNL250W	RAD50	chrXIV	175410	179348
YNL251C	NRD1	chrXIV	172588	174315
YNL252C	MRPL17	chrXIV	171441	172286
YNL253W	TEX1	chrXIV	170018	171286
YNL254C	RTC4	chrXIV	168043	169248
YNL255C	GIS2	chrXIV	167329	167790
YNL256W	FOL1	chrXIV	164623	167097
YNL257C	SIP3	chrXIV	160631	164320
YNL258C	DSL1	chrXIV	158109	160373
YNL259C	ATX1	chrXIV	157644	157865
YNL260C	LTO1	chrXIV	156859	157455
YNL261W	ORC5	chrXIV	155100	156539
YNL262W	POL2	chrXIV	148212	154880
YNL263C	YIF1	chrXIV	146896	147840
YNL264C	PDR17	chrXIV	145563	146615
YNL265C	IST1	chrXIV	144280	145281
YNL266W		chrXIV	144245	144664
YNL267W	PIK1	chrXIV	140878	144078
YNL268W	LYP1	chrXIV	138550	140385
YNL269W	BSC4	chrXIV	137699	138094
YNL270C	ALP1	chrXIV	135940	137661
YNL271C	BNI1	chrXIV	129522	135383
YNL272C	SEC2	chrXIV	126805	129084
YNL273W	TOF1	chrXIV	122883	126599
YNL274C	GOR1	chrXIV	121118	122170
YNL275W	BOR1	chrXIV	119268	120998
YNL276C		chrXIV	118431	118826
YNL277W	MET2	chrXIV	117349	118809
YNL277W-A		chrXIV	116679	116867
YNL278W	CAF120	chrXIV	113271	116453
YNL279W	PRM1	chrXIV	110917	112902
YNL280C	ERG24	chrXIV	109095	110411
YNL281W	HCH1	chrXIV	108467	108928
YNL282W	POP3	chrXIV	107687	108274
YNL283C	WSC2	chrXIV	105184	106695
YNL284C	MRPL10	chrXIV	103134	104102
YNL284C-A		chrXIV	100910	102232
YNL284C-B		chrXIV	96964	102232
YNL285W		chrXIV	96173	96544
YNL286W	CUS2	chrXIV	95223	96080
YNL287W	SEC21	chrXIV	91994	94801
YNL288W	CAF40	chrXIV	90303	91424
YNL289W	PCL1	chrXIV	87897	88736
YNL290W	RFC3	chrXIV	86218	87240
YNL291C	MID1	chrXIV	84169	85815
YNL292W	PUS4	chrXIV	82806	84017
YNL293W	MSB3	chrXIV	80640	82541
YNL294C	RIM21	chrXIV	78659	80260
YNL295W	MRX6	chrXIV	76946	78520
YNL296W		chrXIV	76273	76587
YNL297C	MON2	chrXIV	71673	76583
YNL298W	CLA4	chrXIV	68915	71443
YNL299W	TRF5	chrXIV	66517	68445
YNL300W	TOS6	chrXIV	65744	66052
YNL301C	RPL18B	chrXIV	63570	64562
YNL302C	RPS19B	chrXIV	61958	62943
YNL303W		chrXIV	61510	61857
YNL304W	YPT11	chrXIV	60297	61550
YNL305C	BXI1	chrXIV	58898	59791
YNL306W	MRPS18	chrXIV	58155	58808
YNL307C	MCK1	chrXIV	56446	57573
YNL308C	KRI1	chrXIV	54122	55897
YNL309W	STB1	chrXIV	52662	53924
YNL310C	ZIM17	chrXIV	51907	52431
YNL311C	SKP2	chrXIV	49397	51688
YNL312W	RFA2	chrXIV	48287	49216
YNL313C	EMW1	chrXIV	45308	48022
YNL314W	DAL82	chrXIV	44447	45214
YNL315C	ATP11	chrXIV	43324	44280
YNL316C	PHA2	chrXIV	42071	43075
YNL317W	PFS2	chrXIV	40619	42016
YNL318C	HXT14	chrXIV	38707	40329
YNL319W		chrXIV	38642	39082
YNL320W		chrXIV	37700	38554
YNL321W	VNX1	chrXIV	34696	37422
YNL322C	KRE1	chrXIV	33294	34235
YNL323W	LEM3	chrXIV	31944	33188
YNL324W		chrXIV	31050	31445
YNL325C	FIG4	chrXIV	28739	31378
YNL326C	PFA3	chrXIV	27337	28347
YNL327W	EGT2	chrXIV	24048	27173
YNL328C	MDJ2	chrXIV	22834	23274
YNL329C	PEX6	chrXIV	19541	22633
YNL330C	RPD3	chrXIV	18001	19302
YNL331C	AAD14	chrXIV	16118	17248
YNL332W	THI12	chrXIV	14832	15854
YNL333W	SNZ2	chrXIV	13267	14163
YNL334C	SNO2	chrXIV	12208	12876
YNL335W	DDI3	chrXIV	11452	12129
YNL336W	COS1	chrXIV	8330	9475
YNL337W		chrXIV	7165	7419
YNL338W		chrXIV	6561	6719
YNL339C	YRF1-6	chrXIV	371	6098
YNL339W-A		chrXIV	1517	2092
YNL339W-B		chrXIV	734	1216
YNR001C	CIT1	chrXIV	629622	631061
YNR001W-A		chrXIV	631263	631481
YNR002C	ATO2	chrXIV	633008	633856
YNR003C	RPC34	chrXIV	634344	635297
YNR003W-A		chrXIV	634420	634518
YNR004W	SWM2	chrXIV	635943	636383
YNR005C		chrXIV	636931	637335
YNR006W	VPS27	chrXIV	636986	638854
YNR007C	ATG3	chrXIV	639182	640114
YNR008W	LRO1	chrXIV	640396	642381
YNR009W	NRM1	chrXIV	642690	643439
YNR010W	CSE2	chrXIV	643744	644193
YNR011C	PRP2	chrXIV	644320	646950
YNR012W	URK1	chrXIV	647432	648937
YNR013C	PHO91	chrXIV	649028	651712
YNR014W		chrXIV	652465	653103
YNR015W	SMM1	chrXIV	653387	654541
YNR016C	ACC1	chrXIV	654673	661374
YNR017W	TIM23	chrXIV	662913	663581
YNR018W	RCF2	chrXIV	664270	664944
YNR019W	ARE2	chrXIV	665339	667267
YNR020C	ATP23	chrXIV	667410	668222
YNR021W		chrXIV	668377	669591
YNR022C	MRPL50	chrXIV	669774	670193
YNR023W	SNF12	chrXIV	670418	672118
YNR024W	MPP6	chrXIV	672409	672969
YNR025C		chrXIV	672702	673061
YNR026C	SEC12	chrXIV	673274	674689
YNR027W	BUD17	chrXIV	674923	675876
YNR028W	CPR8	chrXIV	676177	677103
YNR029C		chrXIV	677199	678488
YNR030W	ALG12	chrXIV	678799	680454
YNR031C	SSK2	chrXIV	680694	685433
YNR032C-A	HUB1	chrXIV	687243	687464
YNR032W	PPG1	chrXIV	686010	687116
YNR033W	ABZ1	chrXIV	687635	689998
YNR034W	SOL1	chrXIV	690321	691286
YNR034W-A	EGO4	chrXIV	692561	692857
YNR035C	ARC35	chrXIV	693019	694047
YNR036C	MRPS12	chrXIV	694361	694822
YNR037C	RSM19	chrXIV	695052	695327
YNR038W	DBP6	chrXIV	695595	697484
YNR039C	ZRG17	chrXIV	697614	699431
YNR040W	DPI29	chrXIV	699690	700460
YNR041C	COQ2	chrXIV	700541	701659
YNR042W		chrXIV	701238	701666
YNR043W	MVD1	chrXIV	701895	703085
YNR044W	AGA1	chrXIV	703699	705876
YNR045W	PET494	chrXIV	706139	707608
YNR046W	TRM112	chrXIV	707788	708195
YNR047W	FPK1	chrXIV	708523	711204
YNR048W		chrXIV	711630	712811
YNR049C	MSO1	chrXIV	713023	713655
YNR050C	LYS9	chrXIV	714048	715388
YNR051C	BRE5	chrXIV	716780	718327
YNR052C	POP2	chrXIV	719346	720647
YNR053C	NOG2	chrXIV	721120	723112
YNR054C	ESF2	chrXIV	723356	724306
YNR055C	HOL1	chrXIV	728426	730186
YNR056C	BIO5	chrXIV	731618	733303
YNR057C	BIO4	chrXIV	733356	734069
YNR058W	BIO3	chrXIV	734291	735733
YNR059W	MNT4	chrXIV	736803	738545
YNR060W	FRE4	chrXIV	739951	742110
YNR061C		chrXIV	742881	743540
YNR062C		chrXIV	744360	745343
YNR063W		chrXIV	746943	748766
YNR064C		chrXIV	749136	750008
YNR065C		chrXIV	750350	753700
YNR066C		chrXIV	753725	755035
YNR067C	DSE4	chrXIV	755746	759099
YNR068C		chrXIV	760067	760885
YNR069C	BSC5	chrXIV	761123	762592
YNR070W	PDR18	chrXIV	765375	769376
YNR071C		chrXIV	770440	771468
YNR072W	HXT17	chrXIV	772657	774351
YNR073C	MAN2	chrXIV	774792	776300
YNR074C	AIF1	chrXIV	777602	778738
YNR075C-A		chrXIV	781511	781603
YNR075W	COS10	chrXIV	779916	781040
YNR076W	PAU6	chrXIV	781918	782280
YNR077C		chrXIV	783287	783541
YOL001W	PHO80	chrXV	325249	326130
YOL002C	IZH2	chrXV	323411	324364
YOL003C	PFA4	chrXV	321858	322994
YOL004W	SIN3	chrXV	316938	321548
YOL005C	RPB11	chrXV	315813	316175
YOL006C	TOP1	chrXV	313078	315387
YOL007C	CSI2	chrXV	311342	312367
YOL008W	COQ10	chrXV	310312	310935
YOL009C	MDM12	chrXV	309324	310139
YOL010W	RCL1	chrXV	307938	309041
YOL011W	PLB3	chrXV	305349	307409
YOL012C	HTZ1	chrXV	303579	303983
YOL013C	HRD1	chrXV	301380	303035
YOL013W-A		chrXV	301047	301238
YOL013W-B		chrXV	300690	300980
YOL014W		chrXV	299693	300067
YOL015W	IRC10	chrXV	297078	298838
YOL016C	CMK2	chrXV	294777	296120
YOL017W	ESC8	chrXV	292529	294673
YOL018C	TLG2	chrXV	290881	292074
YOL019W		chrXV	288898	290553
YOL019W-A		chrXV	288420	288572
YOL020W	TAT2	chrXV	286172	287950
YOL021C	DIS3	chrXV	282421	285426
YOL022C	TSR4	chrXV	280272	281498
YOL023W	IFM1	chrXV	278056	280086
YOL024W		chrXV	277086	277604
YOL025W	LAG2	chrXV	274957	276939
YOL026C	MIM1	chrXV	274012	274353
YOL027C	MDM38	chrXV	272003	273724
YOL028C	YAP7	chrXV	270633	271370
YOL029C		chrXV	269815	270420
YOL030W	GAS5	chrXV	268187	269641
YOL031C	SIL1	chrXV	266264	267529
YOL032W	OPI10	chrXV	265429	266169
YOL033W	MSE1	chrXV	263475	265085
YOL034W	SMC5	chrXV	259923	263204
YOL035C		chrXV	258803	259105
YOL036W		chrXV	256745	259030
YOL037C		chrXV	256666	257019
YOL038C-A		chrXV	254926	255021
YOL038W	PRE6	chrXV	255337	256101
YOL039W	RPP2A	chrXV	254297	254617
YOL040C	RPS15	chrXV	253149	253577
YOL041C	NOP12	chrXV	251267	252646
YOL042W	NGL1	chrXV	249825	250916
YOL043C	NTG2	chrXV	248392	249534
YOL044W	PEX15	chrXV	247150	248301
YOL045W	PSK2	chrXV	243497	246802
YOL046C		chrXV	243466	244140
YOL047C	LDS2	chrXV	241614	242747
YOL048C	RRT8	chrXV	240204	241310
YOL049W	GSH2	chrXV	238619	240094
YOL050C		chrXV	237882	238202
YOL051W	GAL11	chrXV	234940	238185
YOL052C	SPE2	chrXV	232446	233636
YOL052C-A	DDR2	chrXV	231570	231755
YOL053W	AIM39	chrXV	230085	231272
YOL054W	PSH1	chrXV	228614	229834
YOL055C	THI20	chrXV	224420	226075
YOL056W	GPM3	chrXV	223268	224179
YOL057W		chrXV	220767	222902
YOL058W	ARG1	chrXV	219211	220473
YOL059W	GPD2	chrXV	217126	218448
YOL060C	MAM3	chrXV	214017	216137
YOL061W	PRS5	chrXV	212244	213734
YOL062C	APM4	chrXV	210520	211995
YOL063C	CRT10	chrXV	207392	210265
YOL064C	MET22	chrXV	206103	207176
YOL065C	INP54	chrXV	204731	205885
YOL066C	RIB2	chrXV	202696	204471
YOL067C	RTG1	chrXV	201985	202518
YOL068C	HST1	chrXV	200368	201879
YOL069W	NUF2	chrXV	198942	200297
YOL070C	NBA1	chrXV	197220	198725
YOL071W	SDH5	chrXV	196507	196995
YOL072W	THP1	chrXV	194970	196337
YOL073C	DSC2	chrXV	193832	194800
YOL075C		chrXV	189658	193542
YOL076W	MDM20	chrXV	187024	189414
YOL077C	BRX1	chrXV	185848	186723
YOL077W-A	ATP19	chrXV	185438	185644
YOL078W	AVO1	chrXV	181682	185212
YOL079W		chrXV	181057	181455
YOL080C	REX4	chrXV	180558	181427
YOL081W	IRA2	chrXV	171070	180309
YOL082W	ATG19	chrXV	168727	169974
YOL083C-A		chrXV	166461	166601
YOL083W	ATG34	chrXV	165714	166952
YOL084W	PHM7	chrXV	162356	165331
YOL085C		chrXV	161673	162014
YOL085W-A		chrXV	161579	161791
YOL086C	ADH1	chrXV	159548	160594
YOL086W-A	MHF1	chrXV	159173	159445
YOL087C	DUF1	chrXV	155287	158637
YOL088C	MPD2	chrXV	153912	154745
YOL089C	HAL9	chrXV	150398	153490
YOL090W	MSH2	chrXV	147382	150276
YOL091W	SPO21	chrXV	145334	147163
YOL092W	YPQ1	chrXV	144204	145130
YOL093W	TRM10	chrXV	142815	143696
YOL094C	RFC4	chrXV	141584	142555
YOL095C	HMI1	chrXV	139227	141347
YOL096C	COQ3	chrXV	138107	139045
YOL097C	WRS1	chrXV	136527	137825
YOL097W-A		chrXV	136220	136405
YOL098C	SDD3	chrXV	132725	135838
YOL099C		chrXV	132017	132508
YOL100W	PKH2	chrXV	129237	132482
YOL101C	IZH4	chrXV	126982	127920
YOL102C	TPT1	chrXV	125997	126689
YOL103W	ITR2	chrXV	124001	125830
YOL103W-A		chrXV	118000	119322
YOL103W-B		chrXV	118000	123268
YOL104C	NDJ1	chrXV	116396	117454
YOL105C	WSC3	chrXV	114138	115808
YOL106W		chrXV	113226	113579
YOL107W		chrXV	112102	113130
YOL108C	INO4	chrXV	111431	111886
YOL109W	ZEO1	chrXV	110297	110638
YOL110W	SHR5	chrXV	109176	109889
YOL111C	MDY2	chrXV	108258	108896
YOL112W	MSB4	chrXV	106710	108188
YOL113W	SKM1	chrXV	104326	106293
YOL114C	PTH4	chrXV	103317	103925
YOL115W	PAP2	chrXV	101475	103229
YOL116W	MSN1	chrXV	99809	100957
YOL117W	RRI2	chrXV	97551	99488
YOL118C		chrXV	96608	96916
YOL119C	MCH4	chrXV	94856	96361
YOL120C	RPL18A	chrXV	93395	94402
YOL121C	RPS19A	chrXV	92026	92850
YOL122C	SMF1	chrXV	89692	91419
YOL123W	HRP1	chrXV	87844	89448
YOL124C	TRM11	chrXV	85456	86757
YOL125W	TRM13	chrXV	83834	85264
YOL126C	MDH2	chrXV	81787	82920
YOL127W	RPL25	chrXV	80348	81190
YOL128C	YGK3	chrXV	78352	79479
YOL129W	VPS68	chrXV	77560	78114
YOL130W	ALR1	chrXV	74400	76979
YOL131W		chrXV	73031	73357
YOL132W	GAS4	chrXV	71300	72715
YOL133W	HRT1	chrXV	70325	70690
YOL134C		chrXV	70156	70545
YOL135C	MED7	chrXV	69376	70044
YOL136C	PFK27	chrXV	67561	68754
YOL137W	BSC6	chrXV	65621	67114
YOL138C	RTC1	chrXV	61325	65350
YOL139C	CDC33	chrXV	60383	61024
YOL140W	ARG8	chrXV	58759	60030
YOL141W	PPM2	chrXV	56452	58539
YOL142W	RRP40	chrXV	55558	56280
YOL143C	RIB4	chrXV	54595	55104
YOL144W	NOP8	chrXV	53098	54552
YOL145C	CTR9	chrXV	49555	52788
YOL146W	PSF3	chrXV	48864	49448
YOL147C	PEX11	chrXV	47933	48643
YOL148C	SPT20	chrXV	45760	47574
YOL149W	DCP1	chrXV	44938	45633
YOL150C		chrXV	44473	44784
YOL151W	GRE2	chrXV	43694	44722
